PeakID (cmd=annotatePeaks.pl top_1000_peaks_GREAT_noheader.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-914	chr14	74084864	74085119	+	1000	NA	promoter-TSS (NM_001278594)	promoter-TSS (NM_001278594)	38	NM_001024674	91750	Hs.612866	NM_001024674	ENSG00000205659	LIN52	C14orf46|c14_5549	lin-52 DREAM MuvB core complex component	protein-coding
1-250	chr11	60841876	60842156	+	1000	NA	promoter-TSS (NM_024098)	promoter-TSS (NM_024098)	-97	NM_024098	79080	Hs.4253	NM_024098	ENSG00000110104	CCDC86	-	coiled-coil domain containing 86	protein-coding
1-400	chr2	231786292	231786624	+	1000	NA	promoter-TSS (NM_001282950)	promoter-TSS (NM_001282950)	13	NM_001308381	64708	Hs.335061	NM_022730	ENSG00000144524	COPS7B	CSN7B|SGN7b	COP9 signalosome subunit 7B	protein-coding
1-819	chr10	123008606	123008922	+	1000	NA	promoter-TSS (NR_073479)	promoter-TSS (NR_073479)	31	NR_073475	64376	Hs.501289	NM_001271840	ENSG00000095574	IKZF5	PEGASUS|ZNFN1A5	IKAROS family zinc finger 5	protein-coding
1-736	chr7	74254380	74254661	+	1000	NA	promoter-TSS (NM_002914)	promoter-TSS (NM_002914)	-62	NM_001278792	5982	Hs.647062	NM_002914	ENSG00000049541	RFC2	RFC40	replication factor C subunit 2	protein-coding
1-157	chr16	30610162	30610635	+	1000	NA	promoter-TSS (NR_104166)	promoter-TSS (NR_104166)	-9	NR_073480	115509	Hs.454685	NM_138447	ENSG00000156853	ZNF689	TIPUH1	zinc finger protein 689	protein-coding
1-257	chr19	52048743	52049062	+	1000	NA	promoter-TSS (NM_014650)	promoter-TSS (NM_014650)	-64	NM_014650	9668	Hs.655934	NM_014650	ENSG00000256087	ZNF432	-	zinc finger protein 432	protein-coding
1-550	chr3	195270994	195271305	+	1000	NA	promoter-TSS (NM_152531)	promoter-TSS (NM_152531)	10	NM_152531	152002	Hs.478741	NM_152531	ENSG00000173950	XXYLT1	C3orf21	xyloside xylosyltransferase 1	protein-coding
1-285	chr22	19479347	19479895	+	1000	NA	promoter-TSS (NM_005659)	promoter-TSS (NM_005659)	155	NM_001369291	8318	Hs.474217	NM_003504	ENSG00000093009	CDC45	CDC45L|CDC45L2|MGORS7|PORC-PI-1	cell division cycle 45	protein-coding
1-479	chr9	136410531	136410842	+	1000	NA	promoter-TSS (NM_015160)	promoter-TSS (NM_015160)	28	NM_015160	23203	Hs.495471	NM_015160	ENSG00000165688	PMPCA	Alpha-MPP|CLA1|CPD3|INPP5E|P-55|SCAR2	peptidase, mitochondrial processing alpha subunit	protein-coding
1-979	chr13	102394374	102394619	+	1000	NA	promoter-TSS (NR_036486)	promoter-TSS (NR_036486)	23	NR_036486	283480	Hs.662212	NR_036486	ENSG00000243319	FGF14-IT1	-	FGF14 intronic transcript 1	ncRNA
1-792	chr1	44631840	44632179	+	1000	NA	intron (NM_001319957, intron 4 of 13)	CpG	39047	NR_145816	109623472		NR_145816		SNORD145	-	small nucleolar RNA, C/D box 145	snoRNA
1-708	chr1	156767358	156767843	+	1000	NA	promoter-TSS (NM_005973)	promoter-TSS (NM_005973)	65	NM_005973	5546	Hs.516948	NM_005973	ENSG00000143294	PRCC	RCCP1|TPRC	proline rich mitotic checkpoint control factor	protein-coding
1-713	chr8	73746958	73747213	+	1000	NA	promoter-TSS (NM_001164380)	promoter-TSS (NM_001164380)	-158	NM_001164385	27067	Hs.561815	NM_014393	ENSG00000040341	STAU2	39K2|39K3	staufen double-stranded RNA binding protein 2	protein-coding
1-87	chr1	151399335	151399638	+	1000	NA	promoter-TSS (NM_002796)	promoter-TSS (NM_002796)	-87	NM_002796	5692	Hs.89545	NM_002796	ENSG00000159377	PSMB4	HN3|HsN3|PRAAS3|PROS-26|PROS26	proteasome subunit beta 4	protein-coding
1-627	chr16	30762208	30762664	+	1000	NA	promoter-TSS (NM_001195620)	promoter-TSS (NM_001195620)	114	NM_001286572	9810	Hs.65238	NM_014771	ENSG00000103549	RNF40	BRE1B|RBP95|STARING	ring finger protein 40	protein-coding
1-273	chr19	7533933	7534241	+	1000	NA	promoter-TSS (NM_001166112)	promoter-TSS (NM_001166112)	-77	NM_006702	10908	Hs.631863	NM_006702	ENSG00000032444	PNPLA6	BNHS|LNMS|NTE|NTEMND|OMCS|SPG39|iPLA2delta|sws	patatin like phospholipase domain containing 6	protein-coding
1-320	chr1	156282638	156283120	+	1000	NA	promoter-TSS (NM_001323614)	promoter-TSS (NM_001323614)	11	NM_001323616	23381	Hs.516837	NM_015327	ENSG00000198952	SMG5	EST1B|LPTS-RP1|LPTSRP1|SMG-5	SMG5 nonsense mediated mRNA decay factor	protein-coding
1-864	chr10	119178627	119178901	+	1000	NA	promoter-TSS (NR_126105)	promoter-TSS (NR_126105)	48	NR_126106	10935	Hs.523302	NM_006793	ENSG00000165672	PRDX3	AOP-1|AOP1|HBC189|MER5|PRO1748|SP-22|prx-III	peroxiredoxin 3	protein-coding
1-571	chrX	48003943	48004219	+	1000	NA	promoter-TSS (NM_205856)	promoter-TSS (NM_205856)	-92	NM_006962	7569	Hs.189690	NM_006962	ENSG00000147118	ZNF182	HHZ150|KOX14|ZNF21|Zfp182	zinc finger protein 182	protein-coding
1-419	chr2	86199363	86199643	+	1000	NA	promoter-TSS (NM_145644)	promoter-TSS (NM_145644)	46	NM_016622	51318	Hs.433439	NM_016622	ENSG00000132313	MRPL35	L35mt|MRP-L35	mitochondrial ribosomal protein L35	protein-coding
1-501	chr22	26483757	26484052	+	1000	NA	promoter-TSS (NM_001349898)	promoter-TSS (NM_001349898)	27	NM_001013694	402055	Hs.709914	NM_001013694	ENSG00000100104	SRRD	HC/HCC|SRR1L	SRR1 domain containing	protein-coding
1-439	chr1	159077271	159077544	+	1000	NA	promoter-TSS (NM_004833)	promoter-TSS (NM_004833)	-506	NM_001348247	9447	Hs.733411	NM_004833	ENSG00000163568	AIM2	PYHIN4	absent in melanoma 2	protein-coding
1-262	chr1	74733039	74733340	+	1000	NA	promoter-TSS (NM_001162916)	promoter-TSS (NM_001162916)	11	NR_027962	127253	Hs.348411	NM_138467	ENSG00000162623	TYW3	C1orf171	tRNA-yW synthesizing protein 3 homolog	protein-coding
1-926	chr15	92882635	92882987	+	1000	NA	promoter-TSS (NR_037600)	promoter-TSS (NR_037600)	-32	NR_037601	100507217	Hs.622504	NR_037600		LINC01578	-	long intergenic non-protein coding RNA 1578	ncRNA
1-739	chr6	29649679	29649944	+	1000	NA	Intergenic	Intergenic	-7281	NM_001008229	4340	Hs.141308	NM_002433	ENSG00000204655	MOG	BTN6|BTNL11|MOGIG2|NRCLP7	myelin oligodendrocyte glycoprotein	protein-coding
1-624	chr11	66510506	66510806	+	1000	NA	promoter-TSS (NM_024649)	promoter-TSS (NM_024649)	21	NM_024649	582	Hs.502915	NM_024649	ENSG00000174483	BBS1	BBS2L2	Bardet-Biedl syndrome 1	protein-coding
1	chr6	33789022	33789449	+	1000	NA	promoter-TSS (NM_001348709)	promoter-TSS (NM_001348709)	-105	NM_001348709	221496	Hs.444845	NM_181336	ENSG00000161904	LEMD2	CTRCT42|LEM2|NET25|dJ482C21.1	LEM domain containing 2	protein-coding
1-699	chr2	233566604	233566893	+	1000	NA	promoter-TSS (NM_001365479)	promoter-TSS (NM_001365479)	34	NM_001365479	55230	Hs.96513	NM_018218	ENSG00000085982	USP40	-	ubiquitin specific peptidase 40	protein-coding
1-164	chr18	2571115	2571586	+	1000	NA	promoter-TSS (NM_006101)	promoter-TSS (NM_006101)	155	NM_022840	64863	Hs.126888	NM_022840	ENSG00000101574	METTL4	HsT661	methyltransferase like 4	protein-coding
1-734	chr11	65498433	65498715	+	1000	NA	TTS (NR_145459)	TTS (NR_145459)	836	NR_144568	378938	Hs.621695	NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853	metastasis associated lung adenocarcinoma transcript 1	ncRNA
1-503	chr2	27663739	27664046	+	1000	NA	promoter-TSS (NM_001282729)	promoter-TSS (NM_001282729)	-52	NM_001282731	9913	Hs.6232	NM_014860	ENSG00000119760	SUPT7L	SPT7L|STAF65|STAF65(gamma)|STAF65G|SUPT7H	SPT7 like, STAGA complex gamma subunit	protein-coding
1-173	chr22	30423919	30424219	+	1000	NA	3' UTR (NM_012429, exon 12 of 12)	3' UTR (NM_012429, exon 12 of 12)	-1699	NM_016498	51537	Hs.713636	NM_016498	ENSG00000242114	MTFP1	HSPC242|MTP18	mitochondrial fission process 1	protein-coding
1-306	chr9	128881893	128882213	+	1000	NA	promoter-TSS (NM_019594)	promoter-TSS (NM_019594)	22	NM_001352995	883	Hs.495250	NM_004059	ENSG00000171097	KYAT1	CCBL1|GTK|KAT1|KATI	kynurenine aminotransferase 1	protein-coding
1-107	chr1	161132423	161133078	+	1000	NA	promoter-TSS (NM_001330765)	promoter-TSS (NM_001330765)	-62	NM_001039711	9191	Hs.744092	NM_004216	ENSG00000158796	DEDD	CASP8IP1|DEDD1|DEFT|FLDED1|KE05	death effector domain containing	protein-coding
1-845	chr12	62466708	62466998	+	1000	NA	promoter-TSS (NM_001278471)	promoter-TSS (NM_001278471)	27	NM_001278471	23041	Hs.389378	NM_015026	ENSG00000061987	MON2	-	MON2 homolog, regulator of endosome-to-Golgi trafficking	protein-coding
1-300	chr2	127701403	127701707	+	1000	NA	promoter-TSS (NM_032740)	promoter-TSS (NM_032740)	58	NM_032740	84826	Hs.345849	NM_032740	ENSG00000173349	SFT2D3	-	SFT2 domain containing 3	protein-coding
1-215	chr19	12775529	12775817	+	1000	NA	promoter-TSS (NM_001100176)	promoter-TSS (NM_001100176)	-121	NM_013312	29911	Hs.30792	NM_013312	ENSG00000095066	HOOK2	HK2	hook microtubule tethering protein 2	protein-coding
1-91	chr17	49788308	49788719	+	1000	NA	promoter-TSS (NM_001199158)	promoter-TSS (NM_001199158)	-168	NM_001199155	11143	Hs.21907	NM_007067	ENSG00000136504	KAT7	HBO1|HBOA|MYST2|ZC2HC7	lysine acetyltransferase 7	protein-coding
1-395	chr16	71895376	71895656	+	1000	NA	promoter-TSS (NM_001270977)	promoter-TSS (NM_001270977)	-15	NM_001270978	9798	Hs.232194	NM_014761	ENSG00000182149	IST1	CHMP8|OLC1	IST1 factor associated with ESCRT-III	protein-coding
1-831	chr17	2030008	2030281	+	1000	NA	promoter-TSS (NM_001346574)	promoter-TSS (NM_001346574)	32	NM_001383	1801	Hs.513856	NM_001383	ENSG00000108963	DPH1	DEDSSH|DPH2L|DPH2L1|OVCA1	diphthamide biosynthesis 1	protein-coding
1-372	chr1	155218942	155219184	+	1000	NA	intron (NR_002188, intron 1 of 12)	intron (NR_002188, intron 1 of 12)	8471	NR_002188	2630	Hs.719930	NR_002188	ENSG00000160766	GBAP1	Beta-GC|GBA|GBAP|GC|GLUC	glucosylceramidase beta pseudogene 1	pseudo
1-573	chr5	32174179	32174466	+	1000	NA	promoter-TSS (NM_022130)	promoter-TSS (NM_022130)	-3	NM_022130	64083	Hs.408909	NM_022130	ENSG00000113384	GOLPH3	GOPP1|GPP34|MIDAS|Vps74	golgi phosphoprotein 3	protein-coding
1-259	chr18	56651034	56651335	+	1000	NA	promoter-TSS (NM_052834)	promoter-TSS (NM_052834)	-201	NM_052834	23335	Hs.465213	NM_015285	ENSG00000091157	WDR7	TRAG	WD repeat domain 7	protein-coding
1-304	chr4	82373776	82374120	+	1000	NA	promoter-TSS (NM_002138)	promoter-TSS (NM_002138)	43	NM_031370	3184	Hs.480073	NM_002138	ENSG00000138668	HNRNPD	AUF1|AUF1A|HNRPD|P37|hnRNPD0	heterogeneous nuclear ribonucleoprotein D	protein-coding
1-855	chr22	39520894	39521287	+	1000	NA	5' UTR (NM_001675, exon 1 of 2)	5' UTR (NM_001675, exon 1 of 2)	526	NM_182810	468	Hs.496487	NM_001675	ENSG00000128272	ATF4	CREB-2|CREB2|TAXREB67|TXREB	activating transcription factor 4	protein-coding
1-703	chr19	19320721	19321026	+	1000	NA	promoter-TSS (NM_172231)	promoter-TSS (NM_172231)	44	NM_015329	23383	Hs.654939	NM_015329	ENSG00000129933	MAU2	KIAA0892|MAU2L|SCC4|mau-2	MAU2 sister chromatid cohesion factor	protein-coding
1-938	chr19	9140165	9140527	+	1000	NA	promoter-TSS (NM_001190791)	promoter-TSS (NM_001190791)	-51	NR_102435	57693	Hs.465829	NM_020933	ENSG00000130803	ZNF317	-	zinc finger protein 317	protein-coding
1-237	chr6	106629406	106629745	+	1000	NA	promoter-TSS (NM_018292)	promoter-TSS (NM_018292)	-3	NM_018292	55278	Hs.406917	NM_018292	ENSG00000130348	QRSL1	GatA	glutaminyl-tRNA amidotransferase subunit QRSL1	protein-coding
1-56	chr19	11435292	11435717	+	1000	NA	promoter-TSS (NM_001302454)	promoter-TSS (NM_001302454)	-141	NM_002743	5589	Hs.610830	NM_002743	ENSG00000130175	PRKCSH	AGE-R2|G19P1|GIIB|PCLD|PCLD1|PKCSH|PLD1|VASAP-60	protein kinase C substrate 80K-H	protein-coding
1-115	chr16	57735158	57735565	+	1000	NA	promoter-TSS (NM_005886)	promoter-TSS (NM_005886)	-409	NM_005886	10300	Hs.275675	NM_005886	ENSG00000140854	KATNB1	KAT|LIS6	katanin regulatory subunit B1	protein-coding
1-45	chr18	50287648	50288244	+	1000	NA	5' UTR (NM_014593, exon 1 of 15)	5' UTR (NM_014593, exon 1 of 15)	376	NM_001101654	30827	Hs.180933	NM_014593	ENSG00000154832	CXXC1	2410002I16Rik|5830420C16Rik|CFP1|CGBP|HsT2645|PCCX1|PHF18|SPP1|ZCGPC1|hCGBP	CXXC finger protein 1	protein-coding
1-99	chr17	28854893	28855194	+	1000	NA	promoter-TSS (NM_005702)	promoter-TSS (NM_005702)	27	NM_005702	26284	Hs.3426	NM_005702	ENSG00000132591	ERAL1	CEGA|ERA|ERA-W|ERAL1A|ERAL1B|H-ERA|HERA-A|HERA-B|PRLTS6	Era like 12S mitochondrial rRNA chaperone 1	protein-coding
1-706	chr2	110212370	110212662	+	1000	NA	exon (NM_001355251, exon 8 of 9)	exon (NM_001355251, exon 8 of 9)	-7503	NM_001128178	4867	Hs.280388	NM_000272	ENSG00000144061	NPHP1	JBTS4|NPH1|SLSN1	nephrocystin 1	protein-coding
1-228	chr12	53180351	53180618	+	1000	NA	promoter-TSS (NM_001004304)	promoter-TSS (NM_001004304)	162	NM_015989	51380	Hs.279815	NM_015989	ENSG00000139631	CSAD	CSD|PCAP	cysteine sulfinic acid decarboxylase	protein-coding
1-584	chr11	83157059	83157332	+	1000	NA	promoter-TSS (NM_015885)	promoter-TSS (NM_015885)	64	NM_001346415	51585	Hs.128959	NM_015885	ENSG00000165494	PCF11	-	PCF11 cleavage and polyadenylation factor subunit	protein-coding
1-769	chr2	197434646	197435115	+	1000	NA	intron (NM_001005526, intron 1 of 4)	CpG	213	NM_012433	23451	Hs.632554	NM_012433	ENSG00000115524	SF3B1	Hsh155|MDS|PRP10|PRPF10|SAP155|SF3b155	splicing factor 3b subunit 1	protein-coding
1-105	chr11	119101773	119102299	+	1000	NA	promoter-TSS (NM_001382)	promoter-TSS (NM_001382)	-183	NM_001382	1798	Hs.524081	NM_001382	ENSG00000172269	DPAGT1	ALG7|CDG-Ij|CDG1J|CMS13|CMSTA2|D11S366|DGPT|DPAGT|DPAGT2|G1PT|GPT|UAGT|UGAT	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein-coding
1-451	chr19	32345481	32345824	+	1000	NA	promoter-TSS (NM_014910)	promoter-TSS (NM_014910)	42	NM_014910	22847	Hs.205392	NM_014910	ENSG00000168813	ZNF507	-	zinc finger protein 507	protein-coding
1-214	chr21	34615255	34615549	+	1000	NA	promoter-TSS (NM_203417)	promoter-TSS (NM_203417)	-289	NM_004414	1827	Hs.282326	NM_004414	ENSG00000159200	RCAN1	ADAPT78|CSP1|DSC1|DSCR1|MCIP1|RCN1	regulator of calcineurin 1	protein-coding
1-130	chr3	45388452	45388741	+	1000	NA	promoter-TSS (NM_015340)	promoter-TSS (NM_015340)	20	NM_001368263	23395	Hs.526975	NM_015340	ENSG00000011376	LARS2	HLASA|LEURS|PRLTS4|mtLeuRS	leucyl-tRNA synthetase 2, mitochondrial	protein-coding
1-947	chr7	123557663	123557918	+	1000	NA	promoter-TSS (NM_005000)	promoter-TSS (NM_005000)	-19	NM_001282421	4698	Hs.651219	NM_005000	ENSG00000128609	NDUFA5	B13|CI-13KD-B|CI-13kB|NUFM|UQOR13	NADH:ubiquinone oxidoreductase subunit A5	protein-coding
1-912	chr6	28225161	28225441	+	1000	NA	promoter-TSS (NM_001199479)	promoter-TSS (NM_001199479)	26	NM_001199479	7746	Hs.100921	NM_006299	ENSG00000137185	ZSCAN9	PRD51|ZNF193	zinc finger and SCAN domain containing 9	protein-coding
1-26	chr6	37499842	37500162	+	1000	NA	promoter-TSS (NM_138493)	promoter-TSS (NM_138493)	-109	NM_138493	154467	Hs.284207	NM_138493	ENSG00000198937	CCDC167	C6orf129|HSPC265	coiled-coil domain containing 167	protein-coding
1-640	chr13	112587983	112588288	+	1000	NA	promoter-TSS (NM_001286279)	promoter-TSS (NM_001286279)	18	NM_006322	10426	Hs.224152	NM_006322	ENSG00000126216	TUBGCP3	104p|ALP6|GCP3|Grip104|SPBC98|Spc98|Spc98p	tubulin gamma complex associated protein 3	protein-coding
1-717	chr14	68816317	68816614	+	1000	NA	Intergenic	CpG	-20222	NM_001244701	677	Hs.85155	NM_004926	ENSG00000185650	ZFP36L1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	ZFP36 ring finger protein like 1	protein-coding
1-461	chr5	140302912	140303193	+	1000	NA	promoter-TSS (NM_002622)	promoter-TSS (NM_002622)	49	NM_002622	5201	Hs.483564	NM_002622	ENSG00000113068	PFDN1	PDF|PFD1	prefoldin subunit 1	protein-coding
1-481	chr6	73653924	73654210	+	1000	NA	promoter-TSS (NM_012434)	promoter-TSS (NM_012434)	-75	NM_012434	26503	Hs.597422	NM_012434	ENSG00000119899	SLC17A5	AST|ISSD|NSD|SD|SIALIN|SIASD|SLD	solute carrier family 17 member 5	protein-coding
1-816	chr19	46745919	46746290	+	1000	NA	promoter-TSS (NM_024301)	promoter-TSS (NM_024301)	47	NM_024301	79147	Hs.515493	NM_024301	ENSG00000181027	FKRP	LGMD2I|LGMDR9|MDC1C|MDDGA5|MDDGB5|MDDGC5	fukutin related protein	protein-coding
1-505	chr1	100037989	100038267	+	1000	NA	promoter-TSS (NM_033055)	promoter-TSS (NM_033055)	33	NM_033055	64645	Hs.124156	NM_033055	ENSG00000156875	MFSD14A	HIAT1	major facilitator superfamily domain containing 14A	protein-coding
1-29	chr19	48954656	48954958	+	1000	NA	promoter-TSS (NM_138764)	promoter-TSS (NM_138764)	-53	NM_001291430	581	Hs.624291	NM_004324	ENSG00000087088	BAX	BCL2L4	BCL2 associated X, apoptosis regulator	protein-coding
1-128	chr4	2008802	2009396	+	1000	NA	promoter-TSS (NM_005663)	promoter-TSS (NM_005663)	-125	NM_005663	7469	Hs.21771	NM_005663	ENSG00000185049	NELFA	NELF-A|P/OKcl.15|WHSC2	negative elongation factor complex member A	protein-coding
1-424	chr1	223698287	223698536	+	1000	NA	Intergenic	Intergenic	-3182	NM_001146068	824	Hs.350899	NM_001748	ENSG00000162909	CAPN2	CANP2|CANPL2|CANPml|mCANP	calpain 2	protein-coding
1-69	chr9	127715591	127715914	+	1000	NA	promoter-TSS (NM_001317037)	promoter-TSS (NM_001317037)	-76	NM_001345977	138428	Hs.653265	NM_001002913	ENSG00000187024	PTRH1	C9orf115|PTH1	peptidyl-tRNA hydrolase 1 homolog	protein-coding
1-723	chr1	6554329	6554639	+	1000	NA	promoter-TSS (NM_138697)	promoter-TSS (NM_138697)	29	NM_024654	79707	Hs.59425	NM_024654	ENSG00000162408	NOL9	Grc3|NET6	nucleolar protein 9	protein-coding
1-200	chr6	42050400	42050705	+	1000	NA	promoter-TSS (NM_138572)	promoter-TSS (NM_138572)	28	NM_138572	129685	Hs.520122	NM_138572	ENSG00000137413	TAF8	II|TAF|TAF(II)43|TAFII-43|TAFII43|TBN	TATA-box binding protein associated factor 8	protein-coding
1-935	chr3	47824899	47825190	+	1000	NA	intron (NM_014966, intron 5 of 22)	CpG	21906	NM_138615	22907	Hs.517948	NM_014966	ENSG00000132153	DHX30	DDX30|NEDMIAL|RETCOR	DExH-box helicase 30	protein-coding
1-540	chr7	726590	726884	+	1000	NA	promoter-TSS (NM_017802)	promoter-TSS (NM_017802)	38	NR_075098	54919	Hs.535896	NM_017802	ENSG00000164818	DNAAF5	CILD18|HEATR2	dynein axonemal assembly factor 5	protein-coding
1-595	chr1	36160955	36161230	+	1000	NA	intron (NM_018067, intron 1 of 16)	intron (NM_018067, intron 1 of 16)	4932	NM_001286365	55700	Hs.356096	NM_018067	ENSG00000116871	MAP7D1	PARCC1|RPRC1	MAP7 domain containing 1	protein-coding
1-42	chr16	30534821	30535140	+	1000	NA	promoter-TSS (NM_023931)	promoter-TSS (NM_023931)	-10	NM_001305018	65988	Hs.592032	NM_023931	ENSG00000169955	ZNF747	-	zinc finger protein 747	protein-coding
1-652	chr22	31084735	31084991	+	1000	NA	promoter-TSS (NM_001207018)	promoter-TSS (NM_001207018)	-133	NM_001207018	6525	Hs.149098	NM_006932	ENSG00000183963	SMTN	-	smoothelin	protein-coding
1-545	chr12	123458033	123458459	+	1000	NA	intron (NR_104103, intron 1 of 1)	CpG	107	NM_022717	11066	Hs.632738	NM_007020	ENSG00000184209	SNRNP35	HM-1|U1SNRNPBP	small nuclear ribonucleoprotein U11/U12 subunit 35	protein-coding
1-272	chr1	213015747	213016036	+	1000	NA	promoter-TSS (NM_001300755)	promoter-TSS (NM_001300755)	-16	NM_001300758	90806	Hs.157078	NM_144567	ENSG00000174606	ANGEL2	Ccr4d|KIAA0759L	angel homolog 2	protein-coding
1-191	chr3	15378243	15378508	+	1000	NA	Intergenic	MER66C|LTR|ERV1	-36995	NM_001018009	9467	Hs.257761	NM_004844	ENSG00000131370	SH3BP5	SAB|SH3BP-5	SH3 domain binding protein 5	protein-coding
1-393	chr14	67816426	67816732	+	1000	NA	promoter-TSS (NM_015346)	promoter-TSS (NM_015346)	11	NM_015346	23503	Hs.98041	NM_015346	ENSG00000072121	ZFYVE26	FYVE-CENT|SPG15	zinc finger FYVE-type containing 26	protein-coding
1-283	chr6	99425180	99425615	+	1000	NA	promoter-TSS (NM_032870)	promoter-TSS (NM_032870)	-52	NM_001322410	25957	Hs.520287	NM_015491	ENSG00000132424	PNISR	C6orf111|HSPC306|SFRS18|SRrp130|bA98I9.2	PNN interacting serine and arginine rich protein	protein-coding
1-788	chr10	130136286	130136550	+	1000	NA	promoter-TSS (NM_001199868)	promoter-TSS (NM_001199868)	9	NM_001321980	10539	Hs.42644	NM_006541	ENSG00000108010	GLRX3	GLRX4|GRX3|GRX4|PICOT|TXNL2|TXNL3	glutaredoxin 3	protein-coding
1-563	chr2	105037966	105038268	+	1000	NA	promoter-TSS (NM_182640)	promoter-TSS (NM_182640)	48	NM_182640	64965	Hs.590900	NM_182640	ENSG00000135972	MRPS9	MRP-S9|RPMS9|S9mt	mitochondrial ribosomal protein S9	protein-coding
1-359	chr10	73744104	73744375	+	1000	NA	promoter-TSS (NM_004922)	promoter-TSS (NM_004922)	-133	NM_004922	9632	Hs.81964	NM_004922	ENSG00000176986	SEC24C	-	SEC24 homolog C, COPII coat complex component	protein-coding
1-687	chr15	44663473	44663761	+	1000	NA	promoter-TSS (NM_001160227)	promoter-TSS (NM_001160227)	45	NM_025137	80208	Hs.656271	NM_025137	ENSG00000104133	SPG11	ALS5|CMT2X|KIAA1840	SPG11 vesicle trafficking associated, spatacsin	protein-coding
1-337	chr17	76736408	76736714	+	1000	NA	promoter-TSS (NM_001353018)	promoter-TSS (NM_001353018)	-4	NR_148231	79157	Hs.73965	NM_024311	ENSG00000092931	MFSD11	ET	major facilitator superfamily domain containing 11	protein-coding
1-580	chr16	70800973	70801267	+	1000	NA	promoter-TSS (NM_018052)	promoter-TSS (NM_018052)	38	NM_001351157	55697	Hs.445061	NM_018052	ENSG00000103043	VAC14	ArPIKfyve|TAX1BP2|TRX	VAC14 component of PIKFYVE complex	protein-coding
1-610	chr5	150758822	150759103	+	1000	NA	promoter-TSS (NM_001135644)	promoter-TSS (NM_001135644)	133	NM_001135643	51164	Hs.675564	NM_016221	ENSG00000132912	DCTN4	DYN4|P62	dynactin subunit 4	protein-coding
1-629	chr20	1325306	1325588	+	1000	NA	non-coding (NR_040047, exon 1 of 3)	non-coding (NR_040047, exon 1 of 3)	104	NR_040047	100507495	Hs.655785	NR_040047	ENSG00000234684	SDCBP2-AS1	-	SDCBP2 antisense RNA 1	ncRNA
1-196	chr8	42843124	42843460	+	1000	NA	promoter-TSS (NM_199003)	promoter-TSS (NM_199003)	33	NM_018105	55145	Hs.7432	NM_018105	ENSG00000131931	THAP1	DYT6	THAP domain containing 1	protein-coding
1-622	chr1	11273098	11273455	+	1000	NA	promoter-TSS (NM_013319)	promoter-TSS (NM_013319)	78	NM_001330349	29914	Hs.522933	NM_013319	ENSG00000120942	UBIAD1	SCCD|TERE1	UbiA prenyltransferase domain containing 1	protein-coding
1-976	chr17	59209904	59210182	+	1000	NA	promoter-TSS (NM_018149)	promoter-TSS (NM_018149)	33	NM_018149	55181	Hs.7296	NM_018149	ENSG00000167447	SMG8	C17orf71	SMG8 nonsense mediated mRNA decay factor	protein-coding
1-863	chr6	2989813	2990065	+	1000	NA	non-coding (NR_026856, exon 3 of 3)	non-coding (NR_026856, exon 3 of 3)	1972	NR_026856	401232	Hs.720158	NM_207495		LINC01011	-	long intergenic non-protein coding RNA 1011	ncRNA
1-666	chr1	161314288	161314571	+	1000	NA	promoter-TSS (NR_103459)	promoter-TSS (NR_103459)	48	NR_103459	6391	Hs.444472	NM_003001	ENSG00000143252	SDHC	CYB560|CYBL|PGL3|QPS1|SDH3	succinate dehydrogenase complex subunit C	protein-coding
